id,start1,end1,start2,end2,length,distance
2218,1149168,1149231,1842232,1842295,63,693001
2219,1149222,1149275,3661865,3661918,53,1496066
2220,1150673,1150819,3727319,3727465,146,1431970
2221,1158013,1158103,1426865,1426955,90,268762
2222,1158850,1158985,3726682,3726817,135,1440795
2223,1208124,1208179,1703841,1703896,55,495662
2224,1211072,1211262,3372717,3372907,190,1846927
2225,1211073,1211231,1211104,1211262,158,4008573
2226,1211073,1211200,1211135,1211262,127,4008573
2227,1211073,1211169,1211166,1211262,96,4008573
2228,1211073,1211262,1302022,1302211,189,90760
2229,1211073,1211252,1302053,1302232,179,90801
2230,1211073,1211221,1302084,1302232,148,90863
2231,1211073,1211190,1302115,1302232,117,90925
2232,1211073,1211159,1302146,1302232,86,90987
2233,1211073,1211128,1302177,1302232,55,91049
2234,1211073,1211173,1761454,1761554,100,550281
2235,1211073,1211142,1761485,1761554,69,550343
2236,1211073,1211200,1767332,1767459,127,556132
2237,1211073,1211169,1767363,1767459,96,556194
2238,1211073,1211138,1767394,1767459,65,556256
2239,1211073,1211190,2949681,2949798,117,1738491
2240,1211073,1211159,2949712,2949798,86,1738553
2241,1211073,1211128,2949743,2949798,55,1738615
2242,1211073,1211231,3285665,3285823,158,1934012
2243,1211073,1211200,3285696,3285823,127,1934012
2244,1211073,1211169,3285727,3285823,96,1934012
2245,1211073,1211138,3285758,3285823,65,1934012
2246,1211073,1211262,3340391,3340580,189,1879255
2247,1211073,1211262,3340422,3340611,189,1879224
2248,1211073,1211263,3340453,3340643,190,1879192
2249,1211073,1211231,3340484,3340642,158,1879193
2250,1211073,1211200,3340515,3340642,127,1879193
2251,1211073,1211169,3340546,3340642,96,1879193
2252,1211073,1211138,3340577,3340642,65,1879193
2253,1211073,1211262,3372749,3372938,189,1846897
2254,1211073,1211262,3372780,3372969,189,1846866
2255,1211073,1211243,3372811,3372981,170,1846854
2256,1211073,1211212,3372842,3372981,139,1846854
2257,1211073,1211181,3372873,3372981,108,1846854
2258,1211073,1211150,3372904,3372981,77,1846854
2259,1211073,1211128,3763759,3763814,55,1456021
2260,1211074,1211138,1343923,1343987,64,132785
2261,1211102,1211231,1767330,1767459,129,556099
2262,1211103,1211204,1761453,1761554,101,550249
2263,1211103,1211153,2310212,2310262,50,1099059
2264,1211103,1211221,2949680,2949798,118,1738459
2265,1211103,1211262,3340390,3340549,159,1879316
2266,1211103,1211159,3763758,3763814,56,1456051
2267,1211104,1211262,1302022,1302180,158,90760
2268,1211104,1211262,3285665,3285823,158,1934043
2269,1211104,1211262,3372718,3372876,158,1846990
2270,1211105,1211169,1343923,1343987,64,132754
2271,1211133,1211262,1767330,1767459,129,556068
2272,1211134,1211235,1761453,1761554,101,550218
2273,1211134,1211184,2310212,2310262,50,1099028
2274,1211134,1211252,2949680,2949798,118,1738428
2275,1211134,1211262,3340390,3340518,128,1879378
2276,1211134,1211190,3763758,3763814,56,1456082
2277,1211135,1211262,1302022,1302149,127,90760
2278,1211135,1211262,3285665,3285792,127,1934105
2279,1211135,1211262,3372718,3372845,127,1847052
2280,1211136,1211200,1343923,1343987,64,132723
2281,1211164,1211262,1767330,1767428,98,556068
2282,1211165,1211262,1761453,1761550,97,550191
2283,1211165,1211215,2310212,2310262,50,1098997
2284,1211165,1211262,2949680,2949777,97,1738418
2285,1211165,1211262,3340390,3340487,97,1879440
2286,1211165,1211221,3763758,3763814,56,1456113
2287,1211166,1211262,1302022,1302118,96,90760
2288,1211166,1211262,3285665,3285761,96,1934167
2289,1211166,1211262,3372718,3372814,96,1847114
2290,1211167,1211231,1343923,1343987,64,132692
2291,1211195,1211262,1767330,1767397,67,556068
2292,1211196,1211262,1761453,1761519,66,550191
2293,1211196,1211246,2310212,2310262,50,1098966
2294,1211196,1211262,2949680,2949746,66,1738418
2295,1211196,1211262,3340390,3340456,66,1879502
2296,1211196,1211252,3763758,3763814,56,1456144
2297,1211197,1211262,1302022,1302087,65,90760
2298,1211197,1211262,3285665,3285730,65,1934229
2299,1211197,1211262,3372718,3372783,65,1847176
2300,1211198,1211268,1343923,1343993,70,132655
2301,1226164,1226217,2332271,2332324,53,1106054
2302,1229220,1229284,1302209,1302273,64,72925
2303,1229220,1229283,2949775,2949838,63,1720492
2304,1229220,1229283,3763791,3763854,63,1474128
2305,1229222,1229283,2100491,2100552,61,871208
2306,1229225,1229284,2745590,2745649,59,1516306
2307,1229225,1229284,2919234,2919293,59,1689950
2308,1229226,1229283,1355104,1355161,57,125821
2309,1229226,1229283,1525715,1525772,57,296432
2310,1229226,1229283,1776402,1776459,57,547119
2311,1229226,1229283,1776532,1776589,57,547249
2312,1229226,1229283,2183017,2183074,57,953734
2313,1229226,1229283,2321933,2321990,57,1092650
2314,1229226,1229283,2483615,2483672,57,1254332
2315,1229226,1229283,3234307,3234364,57,2003624
2316,1229226,1229283,3259524,3259581,57,1978407
2317,1229226,1229283,3330917,3330974,57,1907014
2318,1229226,1229283,3331090,3331147,57,1906841
2319,1229226,1229283,3331336,3331393,57,1906595
2320,1229226,1229283,3331476,3331533,57,1906455
2321,1229226,1229283,3386410,3386467,57,1851521
2322,1229226,1229283,3402497,3402554,57,1835434
2323,1229226,1229283,3402625,3402682,57,1835306
2324,1229226,1229283,3507485,3507542,57,1730446
2325,1229226,1229283,3633946,3634003,57,1603985
2326,1229226,1229283,3634143,3634200,57,1603788
2327,1242837,1242890,3738603,3738656,53,1512943
2328,1248815,1248892,1248870,1248947,77,4008630
2329,1253262,1253318,3547243,3547299,56,1714725
2330,1264158,1264226,1951063,1951131,68,686837
2331,1264160,1264227,2113902,2113969,67,849675
2332,1264160,1264227,2113933,2114000,67,849706
2333,1264160,1264227,2113964,2114031,67,849737
2334,1264160,1264227,2113995,2114062,67,849768
2335,1264160,1264216,2114026,2114082,56,849810
2336,1264160,1264227,2114169,2114236,67,849942
2337,1264160,1264227,2114200,2114267,67,849973
2338,1264160,1264227,2114231,2114298,67,850004
2339,1264160,1264227,2114262,2114329,67,850035
2340,1264160,1264230,2114293,2114363,70,850063
2341,1264160,1264227,2387946,2388013,67,1123719
2342,1264160,1264227,2387977,2388044,67,1123750
2343,1264160,1264219,2388008,2388067,59,1123789
2344,1264160,1264227,2388070,2388137,67,1123843
2345,1264160,1264227,2388101,2388168,67,1123874
2346,1264160,1264227,2388132,2388199,67,1123905
2347,1264160,1264227,2464313,2464380,67,1200086
2348,1264160,1264227,2464344,2464411,67,1200117
2349,1264160,1264219,2464375,2464434,59,1200156
2350,1264160,1264227,2464437,2464504,67,1200210
2351,1264160,1264227,2464468,2464535,67,1200241
2352,1264160,1264227,2464499,2464566,67,1200272
2353,1264160,1264219,2464530,2464589,59,1200311
2354,1264160,1264227,2464592,2464659,67,1200365
2355,1264160,1264227,2464623,2464690,67,1200396
2356,1264160,1264227,2464654,2464721,67,1200427
2357,1264160,1264227,2552425,2552492,67,1288198
2358,1264160,1264229,2552456,2552525,69,1288227
2359,1264160,1264227,2804334,2804401,67,1540107
2360,1264160,1264227,2804365,2804432,67,1540138
2361,1264160,1264227,2852033,2852100,67,1587806
2362,1264160,1264228,2852064,2852132,68,1587836
2363,1264160,1264227,3665702,3665769,67,1607153
2364,1264160,1264227,3665733,3665800,67,1607122
2365,1264160,1264227,3665764,3665831,67,1607091
2366,1264160,1264227,3665795,3665862,67,1607060
2367,1264160,1264227,3665826,3665893,67,1607029
2368,1264160,1264219,3665857,3665916,59,1607006
2369,1264160,1264227,3665919,3665986,67,1606936
2370,1264160,1264227,3665950,3666017,67,1606905
2371,1264160,1264227,3665981,3666048,67,1606874
2372,1264160,1264229,3666012,3666081,69,1606841
2373,1264160,1264227,3687331,3687398,67,1585524
2374,1264160,1264227,3687362,3687429,67,1585493
2375,1264160,1264227,3687393,3687460,67,1585462
2376,1264160,1264227,3687424,3687491,67,1585431
2377,1264160,1264227,3687455,3687522,67,1585400
2378,1264160,1264227,3687486,3687553,67,1585369
2379,1264160,1264227,3687517,3687584,67,1585338
2380,1264160,1264227,3687548,3687615,67,1585307
2381,1264160,1264227,3687579,3687646,67,1585276
2382,1264160,1264227,3687610,3687677,67,1585245
2383,1264160,1264227,3995540,3995607,67,1277315
2384,1264160,1264227,3995571,3995638,67,1277284
2385,1264160,1264227,3995602,3995669,67,1277253
2386,1264161,1264227,2114139,2114205,66,849912
2387,1264161,1264227,2552395,2552461,66,1288168
2388,1264161,1264227,2696911,2696977,66,1432684
2389,1264161,1264227,2852003,2852069,66,1587776
2390,1264171,1264227,2113882,2113938,56,849655
2391,1264171,1264227,3665682,3665738,56,1607195
2392,1264171,1264227,3995520,3995576,56,1277357
2393,1264177,1264227,2804320,2804370,50,1540093
2394,1264177,1264227,3687317,3687367,50,1585572
2395,1274849,1274900,3318332,3318383,51,1965228
2396,1275004,1275067,1733227,1733290,63,458160
2397,1286862,1286920,1733099,1733157,58,446179
2398,1286862,1286920,3995479,3995537,58,1300087
2399,1286863,1286926,1464032,1464095,63,177106
2400,1286863,1286926,1464166,1464229,63,177240
2401,1286863,1286926,1487223,1487286,63,200297
2402,1286863,1286920,1819291,1819348,57,532371
2403,1286863,1286920,1954333,1954390,57,667413
2404,1286863,1286920,1995048,1995105,57,708128
2405,1286863,1286920,2113842,2113899,57,826922
2406,1286863,1286926,2145336,2145399,63,858410
2407,1286863,1286926,2203858,2203921,63,916932
2408,1286863,1286920,2239246,2239303,57,952326
2409,1286863,1286926,2400859,2400922,63,1113933
2410,1286863,1286920,2741916,2741973,57,1454996
2411,1286863,1286920,2770056,2770113,57,1483136
2412,1286863,1286920,2924771,2924828,57,1637851
2413,1286863,1286920,2937764,2937821,57,1650844
2414,1286863,1286920,2938053,2938110,57,1651133
2415,1286863,1286926,3237825,3237888,63,1950899
2416,1286863,1286926,3392994,3393057,63,1902568
2417,1286863,1286926,3393188,3393251,63,1902374
2418,1286863,1286926,3416435,3416498,63,1879127
2419,1286863,1286926,3564497,3564560,63,1731065
2420,1286863,1286926,3590375,3590438,63,1705187
2421,1286863,1286920,3665642,3665699,57,1629926
2422,1286870,1286920,3547250,3547300,50,1748332
2423,1299449,1299514,1971336,1971401,65,671822
2424,1302022,1302201,1302053,1302232,179,4008552
2425,1302022,1302170,1302084,1302232,148,4008552
2426,1302022,1302139,1302115,1302232,117,4008552
2427,1302022,1302122,1761454,1761554,100,459332
2428,1302022,1302091,1761485,1761554,69,459394
2429,1302022,1302149,1767332,1767459,127,465183
2430,1302022,1302118,1767363,1767459,96,465245
2431,1302022,1302087,1767394,1767459,65,465307
2432,1302022,1302139,2949681,2949798,117,1647542
2433,1302022,1302108,2949712,2949798,86,1647604
2434,1302022,1302077,2949743,2949798,55,1647666
2435,1302022,1302180,3285665,3285823,158,1983485
2436,1302022,1302149,3285696,3285823,127,1983547
2437,1302022,1302118,3285727,3285823,96,1983609
2438,1302022,1302087,3285758,3285823,65,1983671
2439,1302022,1302232,3340391,3340601,210,1970183
2440,1302022,1302232,3340422,3340632,210,1970152
2441,1302022,1302211,3340453,3340642,189,1970142
2442,1302022,1302180,3340484,3340642,158,1970142
2443,1302022,1302149,3340515,3340642,127,1970142
2444,1302022,1302118,3340546,3340642,96,1970142
2445,1302022,1302087,3340577,3340642,65,1970142
2446,1302022,1302232,3372718,3372928,210,1937856
2447,1302022,1302232,3372749,3372959,210,1937825
2448,1302022,1302223,3372780,3372981,201,1937803
2449,1302022,1302192,3372811,3372981,170,1937803
2450,1302022,1302161,3372842,3372981,139,1937803
2451,1302022,1302130,3372873,3372981,108,1937803
2452,1302022,1302099,3372904,3372981,77,1937803
2453,1302022,1302077,3763759,3763814,55,1546970
2454,1302023,1302087,1343923,1343987,64,41836
2455,1302051,1302180,1767330,1767459,129,465150
2456,1302052,1302153,1761453,1761554,101,459300
2457,1302052,1302102,2310212,2310262,50,1008110
2458,1302052,1302170,2949680,2949798,118,1647510
2459,1302052,1302232,3340390,3340570,180,1970244
2460,1302052,1302108,3763758,3763814,56,1547000
2461,1302053,1302211,3285665,3285823,158,1983454
2462,1302053,1302232,3372718,3372897,179,1937918
2463,1302054,1302118,1343923,1343987,64,41805
2464,1302082,1302211,1767330,1767459,129,465119
2465,1302083,1302184,1761453,1761554,101,459269
2466,1302083,1302133,2310212,2310262,50,1008079
2467,1302083,1302201,2949680,2949798,118,1647479
2468,1302083,1302232,3340390,3340539,149,1970306
2469,1302083,1302139,3763758,3763814,56,1547031
2470,1302084,1302232,3285665,3285813,148,1983433
2471,1302084,1302232,3372718,3372866,148,1937980
2472,1302085,1302149,1343923,1343987,64,41774
2473,1302113,1302232,1767330,1767449,119,465098
2474,1302114,1302215,1761453,1761554,101,459238
2475,1302114,1302164,2310212,2310262,50,1008048
2476,1302114,1302272,2949680,2949838,158,1647408
2477,1302114,1302232,3340390,3340508,118,1970368
2478,1302114,1302170,3763758,3763814,56,1547062
2479,1302115,1302232,3285665,3285782,117,1983433
2480,1302115,1302232,3372718,3372835,117,1938042
2481,1302116,1302180,1343923,1343987,64,41743
2482,1302144,1302232,1767330,1767418,88,465098
2483,1302145,1302232,1761453,1761540,87,459221
2484,1302145,1302195,2310212,2310262,50,1008017
2485,1302145,1302232,2949680,2949767,87,1647448
2486,1302145,1302232,3340390,3340477,87,1970430
2487,1302145,1302201,3763758,3763814,56,1547093
2488,1302146,1302232,3285665,3285751,86,1983433
2489,1302146,1302232,3372718,3372804,86,1938104
2490,1302147,1302211,1343923,1343987,64,41712
2491,1302175,1302232,1767330,1767387,57,465098
2492,1302176,1302232,1761453,1761509,56,459221
2493,1302176,1302226,2310212,2310262,50,1007986
2494,1302176,1302232,2949680,2949736,56,1647448
2495,1302176,1302232,3340390,3340446,56,1970492
2496,1302176,1302272,3763758,3763854,96,1547084
2497,1302177,1302232,3285665,3285720,55,1983433
2498,1302177,1302232,3372718,3372773,55,1938166
2499,1302178,1302232,1343923,1343977,54,41691
2500,1302211,1302272,2100491,2100552,61,798219
2501,1302214,1302273,2745590,2745649,59,1443317
2502,1302214,1302273,2919234,2919293,59,1616961
2503,1302215,1302272,1355104,1355161,57,52832
2504,1302215,1302272,1525715,1525772,57,223443
2505,1302215,1302272,1776402,1776459,57,474130
2506,1302215,1302272,1776532,1776589,57,474260
2507,1302215,1302272,2183017,2183074,57,880745
2508,1302215,1302272,2321933,2321990,57,1019661
2509,1302215,1302272,2483615,2483672,57,1181343
2510,1302215,1302272,3234307,3234364,57,1932035
2511,1302215,1302272,3259524,3259581,57,1957252
2512,1302215,1302272,3330917,3330974,57,1980003
2513,1302215,1302272,3331090,3331147,57,1979830
2514,1302215,1302272,3331336,3331393,57,1979584
2515,1302215,1302272,3331476,3331533,57,1979444
2516,1302215,1302272,3386410,3386467,57,1924510
2517,1302215,1302272,3402497,3402554,57,1908423
2518,1302215,1302272,3402625,3402682,57,1908295
2519,1302215,1302272,3507485,3507542,57,1803435
2520,1302215,1302272,3633946,3634003,57,1676974
2521,1302215,1302272,3634143,3634200,57,1676777
2522,1308019,1308075,1308055,1308111,56,4008670
2523,1343923,1343987,1761455,1761519,64,417468
2524,1343923,1343987,1761486,1761550,64,417499
2525,1343923,1343987,1767333,1767397,64,423346
2526,1343923,1343987,1767364,1767428,64,423377
2527,1343923,1343987,1767395,1767459,64,423408
2528,1343923,1343987,2949682,2949746,64,1605695
2529,1343923,1343987,2949713,2949777,64,1605726
2530,1343923,1343977,2949744,2949798,54,1605767
2531,1343923,1343987,3285666,3285730,64,1941679
2532,1343923,1343987,3285697,3285761,64,1941710
2533,1343923,1343987,3285728,3285792,64,1941741
2534,1343923,1343987,3285759,3285823,64,1941772
2535,1343923,1343987,3340392,3340456,64,1996405
2536,1343923,1343987,3340423,3340487,64,1996436
2537,1343923,1343987,3340454,3340518,64,1996467
2538,1343923,1343987,3340485,3340549,64,1996498
2539,1343923,1343987,3340516,3340580,64,1996529
2540,1343923,1343987,3340547,3340611,64,1996560
2541,1343923,1343988,3340578,3340643,65,1996590
2542,1343923,1343987,3372719,3372783,64,1979902
2543,1343923,1343987,3372750,3372814,64,1979871
2544,1343923,1343987,3372781,3372845,64,1979840
2545,1343923,1343987,3372812,3372876,64,1979809
2546,1343923,1343987,3372843,3372907,64,1979778
2547,1343923,1343987,3372874,3372938,64,1979747
2548,1343923,1343987,3372905,3372969,64,1979716
2549,1343923,1343977,3763760,3763814,54,1588871
2550,1355101,1355171,1525712,1525782,70,170541
2551,1355101,1355184,1776399,1776482,83,421215
2552,1355101,1355173,1776529,1776601,72,421356
2553,1355101,1355171,2183014,2183084,70,827843
2554,1355101,1355161,2321930,2321990,60,966769
2555,1355101,1355173,2483612,2483684,72,1128439
2556,1355101,1355165,3234304,3234368,64,1879139
2557,1355101,1355165,3259521,3259585,64,1904356
2558,1355101,1355171,3330914,3330984,70,1975743
2559,1355101,1355173,3331087,3331159,72,1975914
2560,1355101,1355173,3331333,3331405,72,1976160
2561,1355101,1355173,3331473,3331545,72,1976300
2562,1355101,1355173,3386407,3386479,72,1977384
2563,1355101,1355165,3402494,3402558,64,1961305
2564,1355101,1355165,3402622,3402686,64,1961177
2565,1355101,1355171,3507482,3507552,70,1856311
2566,1355101,1355173,3633943,3634015,72,1729848
2567,1355101,1355174,3634140,3634213,73,1729650
2568,1355104,1355162,2100495,2100553,58,745333
2569,1355104,1355161,2745591,2745648,57,1390430
2570,1355104,1355161,2919235,2919292,57,1564074
2571,1355104,1355161,2949781,2949838,57,1594620
2572,1355104,1355161,3763797,3763854,57,1600012
2573,1381695,1381891,3727001,3727197,196,1663260
2574,1382104,1382187,3661795,3661878,83,1728988
2575,1382135,1382187,2827085,2827137,52,1444898
2576,1382224,1382280,2827102,2827158,56,1444822
2577,1382224,1382279,3661843,3661898,55,1729088
2578,1383753,1383833,2815572,2815652,80,1431739
2579,1422232,1422326,1422262,1422356,94,4008638
2580,1422232,1422296,1422292,1422356,64,4008638
2581,1451993,1452047,2401212,2401266,54,949165
2582,1452048,1452120,2401267,2401339,72,949147
2583,1464026,1464105,3392988,3393067,79,1928883
2584,1464026,1464097,3393182,3393253,71,1929085
2585,1464027,1464096,3416430,3416499,69,1952334
2586,1464028,1464096,1487219,1487287,68,23123
2587,1464028,1464096,2145332,2145400,68,681236
2588,1464028,1464096,2203854,2203922,68,739758
2589,1464028,1464096,2400855,2400923,68,936759
2590,1464028,1464096,3564493,3564561,68,1908229
2591,1464028,1464096,3590371,3590439,68,1882351
2592,1464031,1464089,1819290,1819348,58,355201
2593,1464031,1464089,1995047,1995105,58,530958
2594,1464031,1464089,2770055,2770113,58,1305966
2595,1464031,1464089,2937763,2937821,58,1473674
2596,1464031,1464089,2938052,2938110,58,1473963
2597,1464032,1464089,1733100,1733157,57,269011
2598,1464032,1464089,1954333,1954390,57,490244
2599,1464032,1464089,2113842,2113899,57,649753
2600,1464032,1464089,2239246,2239303,57,775157
2601,1464032,1464089,2741916,2741973,57,1277827
2602,1464032,1464089,2924771,2924828,57,1460682
2603,1464032,1464096,3237825,3237889,64,1773729
2604,1464032,1464089,3665642,3665699,57,1807095
2605,1464032,1464089,3995480,3995537,57,1477257
2606,1464039,1464089,3547250,3547300,50,1925501
2607,1464150,1464233,2203842,2203925,83,739609
2608,1464152,1464233,2145322,2145403,81,681089
2609,1464153,1464238,2400846,2400931,85,936608
2610,1464154,1464233,3590363,3590442,79,1882474
2611,1464156,1464233,3564487,3564564,77,1908354
2612,1464160,1464233,1487217,1487290,73,22984
2613,1464162,1464230,3392990,3393058,68,1928760
2614,1464162,1464230,3393184,3393252,68,1928954
2615,1464162,1464233,3416431,3416502,71,1952198
2616,1464165,1464223,1819290,1819348,58,355067
2617,1464165,1464223,1995047,1995105,58,530824
2618,1464165,1464223,2770055,2770113,58,1305832
2619,1464165,1464223,2937763,2937821,58,1473540
2620,1464165,1464223,2938052,2938110,58,1473829
2621,1464166,1464223,1733100,1733157,57,268877
2622,1464166,1464223,1954333,1954390,57,490110
2623,1464166,1464223,2113842,2113899,57,649619
2624,1464166,1464223,2239246,2239303,57,775023
2625,1464166,1464223,2741916,2741973,57,1277693
2626,1464166,1464223,2924771,2924828,57,1460548
2627,1464166,1464233,3237825,3237892,67,1773592
2628,1464166,1464223,3665642,3665699,57,1807229
2629,1464166,1464223,3995480,3995537,57,1477391
2630,1464173,1464223,3547250,3547300,50,1925635
2631,1487217,1487292,2145330,2145405,75,658038
2632,1487217,1487297,2203852,2203932,80,716555
2633,1487217,1487290,2400853,2400926,73,913563
2634,1487217,1487296,3564491,3564570,79,1931409
2635,1487217,1487291,3590369,3590443,74,1905536
2636,1487219,1487287,3392990,3393058,68,1905703
2637,1487219,1487287,3393184,3393252,68,1905897
2638,1487219,1487291,3416431,3416503,72,1929140
2639,1487222,1487280,1819290,1819348,58,332010
2640,1487222,1487280,1995047,1995105,58,507767
2641,1487222,1487280,2770055,2770113,58,1282775
2642,1487222,1487280,2937763,2937821,58,1450483
2643,1487222,1487280,2938052,2938110,58,1450772
2644,1487223,1487280,1733100,1733157,57,245820
2645,1487223,1487280,1954333,1954390,57,467053
2646,1487223,1487280,2113842,2113899,57,626562
2647,1487223,1487280,2239246,2239303,57,751966
2648,1487223,1487280,2741916,2741973,57,1254636
2649,1487223,1487280,2924771,2924828,57,1437491
2650,1487223,1487291,3237825,3237893,68,1750534
2651,1487223,1487280,3665642,3665699,57,1830286
2652,1487223,1487280,3995480,3995537,57,1500448
2653,1487230,1487280,3547250,3547300,50,1948692
2654,1509585,1509820,3025785,3026020,235,1515965
2655,1525705,1525782,1776522,1776599,77,250740
2656,1525705,1525783,2183007,2183085,78,657224
2657,1525705,1525782,2483605,2483682,77,957823
2658,1525705,1525776,3234297,3234368,71,1708521
2659,1525705,1525785,3330907,3330987,80,1805122
2660,1525705,1525782,3331080,3331157,77,1805298
2661,1525705,1525782,3331466,3331543,77,1805684
2662,1525705,1525782,3386400,3386477,77,1860618
2663,1525705,1525776,3402615,3402686,71,1876839
2664,1525705,1525785,3507475,3507555,80,1981690
2665,1525707,1525782,3633938,3634013,75,1900456
2666,1525708,1525782,1776395,1776469,74,250613
2667,1525708,1525776,3259517,3259585,68,1733741
2668,1525708,1525782,3331329,3331403,74,1805547
2669,1525708,1525776,3402490,3402558,68,1876714
2670,1525708,1525782,3634136,3634210,74,1900260
2671,1525709,1525772,2321927,2321990,63,796155
2672,1525715,1525773,2100495,2100553,58,574722
2673,1525715,1525772,2745591,2745648,57,1219819
2674,1525715,1525772,2919235,2919292,57,1393463
2675,1525715,1525772,2949781,2949838,57,1424009
2676,1525715,1525772,3763797,3763854,57,1770623
2677,1535834,1535953,3614362,3614481,119,1930115
2678,1535954,1536009,3614482,3614537,55,1930179
2679,1536070,1536121,3614602,3614653,51,1930179
2680,1573278,1573363,3317599,3317684,85,1744236
2681,1573376,1573480,3317701,3317805,104,1744221
2682,1573481,1573619,3317806,3317944,138,1744187
2683,1573620,1573705,3317945,3318030,85,1744240
2684,1573820,1573882,3318191,3318253,62,1744309
2685,1573908,1573992,3318252,3318336,84,1744260
2686,1574086,1574298,3318386,3318598,212,1744088
2687,1574297,1574594,3318608,3318905,297,1744014
2688,1574699,1574754,1732632,1732687,55,157878
2689,1574787,1574837,1732715,1732765,50,157878
2690,1582863,1583012,1582888,1583037,149,4008588
2691,1582863,1582987,1582913,1583037,124,4008588
2692,1582863,1582962,1582938,1583037,99,4008588
2693,1610813,1610869,3497533,3497589,56,1886664
2694,1611049,1611101,3497708,3497760,52,1886607
2695,1611101,1611348,3497757,3498004,247,1886409
2696,1613067,1613146,2021378,2021457,79,408232
2697,1664070,1664173,1676682,1676785,103,12509
2698,1666365,1666500,3280521,3280656,135,1614021
2699,1668275,1668334,3076613,3076672,59,1408279
2700,1710383,1710452,1710439,1710508,69,4008637
2701,1732800,1732925,1732879,1733004,125,4008558
2702,1733099,1733165,3995479,3995545,66,1746316
2703,1733100,1733161,1819291,1819352,61,86130
2704,1733100,1733163,1954333,1954396,63,221170
2705,1733100,1733161,1995048,1995109,61,261887
2706,1733100,1733165,2113842,2113907,65,380677
2707,1733100,1733157,2145336,2145393,57,412179
2708,1733100,1733157,2203858,2203915,57,470701
2709,1733100,1733167,2239246,2239313,67,506079
2710,1733100,1733157,2400859,2400916,57,667702
2711,1733100,1733158,2741916,2741974,58,1008758
2712,1733100,1733163,2770056,2770119,63,1036893
2713,1733100,1733162,2924771,2924833,62,1191609
2714,1733100,1733161,2937764,2937825,61,1204603
2715,1733100,1733161,2938053,2938114,61,1204892
2716,1733100,1733157,3237825,3237882,57,1504668
2717,1733100,1733157,3392994,3393051,57,1659837
2718,1733100,1733157,3393188,3393245,57,1660031
2719,1733100,1733157,3416435,3416492,57,1683278
2720,1733100,1733157,3564497,3564554,57,1831340
2721,1733100,1733157,3590375,3590432,57,1857218
2722,1733100,1733165,3665642,3665707,65,1932477
2723,1733107,1733157,3547250,3547300,50,1814093
2724,1733202,1733268,2021483,2021549,66,288215
2725,1746312,1746372,3711281,3711341,60,1964909
2726,1761452,1761554,2949679,2949781,102,1188125
2727,1761453,1761523,1761484,1761554,70,4008661
2728,1761453,1761554,1767331,1767432,101,5777
2729,1761453,1761550,1767362,1767459,97,5812
2730,1761453,1761519,1767393,1767459,66,5874
2731,1761453,1761503,2310212,2310262,50,548709
2732,1761453,1761540,2949711,2949798,87,1188171
2733,1761453,1761509,2949742,2949798,56,1188233
2734,1761453,1761554,3285695,3285796,101,1524141
2735,1761453,1761550,3285726,3285823,97,1524176
2736,1761453,1761519,3285757,3285823,66,1524238
2737,1761453,1761554,3340390,3340491,101,1578836
2738,1761453,1761554,3340421,3340522,101,1578867
2739,1761453,1761554,3340452,3340553,101,1578898
2740,1761453,1761554,3340483,3340584,101,1578929
2741,1761453,1761554,3340514,3340615,101,1578960
2742,1761453,1761550,3340545,3340642,97,1578995
2743,1761453,1761519,3340576,3340642,66,1579057
2744,1761453,1761554,3372748,3372849,101,1611194
2745,1761453,1761554,3372779,3372880,101,1611225
2746,1761453,1761554,3372810,3372911,101,1611256
2747,1761453,1761554,3372841,3372942,101,1611287
2748,1761453,1761554,3372872,3372973,101,1611318
2749,1761453,1761531,3372903,3372981,78,1611372
2750,1761453,1761509,3763758,3763814,56,2002249
2751,1761454,1761554,3285665,3285765,100,1524111
2752,1761454,1761554,3372718,3372818,100,1611164
2753,1761483,1761554,1767330,1767401,71,5776
2754,1761484,1761534,2310212,2310262,50,548678
2755,1761484,1761554,2949680,2949750,70,1188126
2756,1761484,1761554,3340390,3340460,70,1578836
2757,1761484,1761540,3763758,3763814,56,2002218
2758,1761485,1761554,3285665,3285734,69,1524111
2759,1761485,1761554,3372718,3372787,69,1611164
2760,1767330,1767428,1767361,1767459,98,4008633
2761,1767330,1767397,1767392,1767459,67,4008633
2762,1767330,1767418,2949710,2949798,88,1182292
2763,1767330,1767387,2949741,2949798,57,1182354
2764,1767330,1767459,3285694,3285823,129,1518235
2765,1767330,1767428,3285725,3285823,98,1518297
2766,1767330,1767397,3285756,3285823,67,1518359
2767,1767330,1767459,3340420,3340549,129,1572961
2768,1767330,1767459,3340451,3340580,129,1572992
2769,1767330,1767459,3340482,3340611,129,1573023
2770,1767330,1767459,3340513,3340642,129,1573054
2771,1767330,1767428,3340544,3340642,98,1573116
2772,1767330,1767397,3340575,3340642,67,1573178
2773,1767330,1767459,3372747,3372876,129,1605288
2774,1767330,1767459,3372778,3372907,129,1605319
2775,1767330,1767459,3372809,3372938,129,1605350
2776,1767330,1767459,3372840,3372969,129,1605381
2777,1767330,1767440,3372871,3372981,110,1605431
2778,1767330,1767409,3372902,3372981,79,1605493
2779,1767331,1767381,2310212,2310262,50,542831
2780,1767331,1767449,2949680,2949798,118,1182231
2781,1767331,1767459,3340390,3340518,128,1572931
2782,1767331,1767387,3763758,3763814,56,1996371
